"Frase","Encuestado","Posición_énfasis","Nivel_énfasis","Respuesta_posición","Respuesta_naturalidad"
"No, las almas de hombres vuelan por valles del Hades.","68655582","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","68687970","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","68692134","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","68706786","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","68722127","3","5","3","4"
"No, las almas de hombres vuelan por valles del Hades.","68748144","3","5","3","1"
"No, las almas de hombres vuelan por valles del Hades.","68949299","3","5","3","1"
"No, las almas de hombres vuelan por valles del Hades.","68955518","3","5","3","4"
"No, las almas de hombres vuelan por valles del Hades.","69008362","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69049888","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","69136153","3","5","3","1"
"No, las almas de hombres vuelan por valles del Hades.","69151399","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69208413","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69224568","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69239198","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","69258094","3","5","3","1"
"No, las almas de hombres vuelan por valles del Hades.","69295526","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69353968","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69418523","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","69463764","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","69503520","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69528906","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","69531549","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69603169","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","69736333","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","69757391","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","70427351","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","70437949","3","5","3","4"
"No, las almas de hombres vuelan por valles del Hades.","70735035","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","71123190","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","71362020","3","5","3","1"
"No, las almas de hombres vuelan por valles del Hades.","71615927","3","5","3","2"
"No, las almas de hombres vuelan por valles del Hades.","71616815","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","3","5","3","3"
"No, las almas de hombres vuelan por valles del Hades.","68534205","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68655582","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68687970","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68692134","4","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","68706786","4","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68722127","4","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","68748144","4","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","68949299","4","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68955518","4","2","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69008362","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69049888","4","2","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69136153","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69151399","4","2","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69208413","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69224568","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69239198","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69258094","4","2","4","5"
"No, las almas de hombres vuelan por valles del Hades.","69295526","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69353968","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69418523","4","2","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69463764","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69503520","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69528906","4","2","2","4"
"No, las almas de hombres vuelan por valles del Hades.","69531549","4","2","4","5"
"No, las almas de hombres vuelan por valles del Hades.","69603169","4","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69736333","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69757391","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","70427351","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","70437949","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","70735035","4","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","71123190","4","2","4","3"
"No, las almas de hombres vuelan por valles del Hades.","71362020","4","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","71615927","4","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","71616815","4","2","1","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","4","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","68534205","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68655582","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68687970","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68692134","4","3","4","5"
"No, las almas de hombres vuelan por valles del Hades.","68706786","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68722127","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","68748144","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68949299","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68955518","4","3","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69008362","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69049888","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69136153","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69151399","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69208413","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69224568","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69239198","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69258094","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69295526","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69353968","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69418523","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69463764","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69503520","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69528906","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69531549","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69603169","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69736333","4","3","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69757391","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","70427351","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","70437949","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","70735035","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71123190","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","71362020","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71615927","4","3","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71616815","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","4","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","68534205","4","4","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68655582","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68687970","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","68692134","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","68706786","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68722127","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68748144","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","68949299","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","68955518","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69008362","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69049888","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69136153","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69151399","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69208413","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69224568","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69239198","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69258094","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69295526","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69353968","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69418523","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69463764","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69503520","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69528906","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69531549","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69603169","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69736333","4","4","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69757391","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","70427351","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","70437949","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","70735035","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71123190","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71362020","4","4","4","1"
"No, las almas de hombres vuelan por valles del Hades.","71615927","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71616815","4","4","4","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","4","4","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68534205","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","68655582","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68687970","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68692134","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68706786","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","68722127","4","5","4","4"
"No, las almas de hombres vuelan por valles del Hades.","68748144","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","68949299","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","68955518","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69008362","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69049888","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69136153","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69151399","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69208413","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69224568","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69239198","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69258094","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69295526","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69353968","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69418523","4","5","6","2"
"No, las almas de hombres vuelan por valles del Hades.","69463764","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69503520","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69528906","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","69531549","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69603169","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69736333","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","69757391","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","70427351","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","70437949","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","70735035","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71123190","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71362020","4","5","4","1"
"No, las almas de hombres vuelan por valles del Hades.","71615927","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","71616815","4","5","4","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","4","5","4","2"
"No, las almas de hombres vuelan por valles del Hades.","68534205","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68655582","5","2","1","5"
"No, las almas de hombres vuelan por valles del Hades.","68687970","5","2","1","4"
"No, las almas de hombres vuelan por valles del Hades.","68692134","5","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","68706786","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68722127","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68748144","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68949299","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68955518","5","2","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69008362","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","69049888","5","2","6","2"
"No, las almas de hombres vuelan por valles del Hades.","69136153","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","69151399","5","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69208413","5","2","1","3"
"No, las almas de hombres vuelan por valles del Hades.","69224568","5","2","1","4"
"No, las almas de hombres vuelan por valles del Hades.","69239198","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","69258094","5","2","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69295526","5","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69353968","5","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69418523","5","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","69463764","5","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69503520","5","2","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69528906","5","2","1","5"
"No, las almas de hombres vuelan por valles del Hades.","69531549","5","2","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69603169","5","2","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69736333","5","2","4","4"
"No, las almas de hombres vuelan por valles del Hades.","69757391","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","70427351","5","2","5","3"
"No, las almas de hombres vuelan por valles del Hades.","70437949","5","2","5","3"
"No, las almas de hombres vuelan por valles del Hades.","70735035","5","2","2","4"
"No, las almas de hombres vuelan por valles del Hades.","71123190","5","2","5","3"
"No, las almas de hombres vuelan por valles del Hades.","71362020","5","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","71615927","5","2","6","4"
"No, las almas de hombres vuelan por valles del Hades.","71616815","5","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","5","2","6","3"
"No, las almas de hombres vuelan por valles del Hades.","68534205","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","68655582","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","68687970","5","3","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68692134","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","68706786","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","68722127","5","3","5","3"
"No, las almas de hombres vuelan por valles del Hades.","68748144","5","3","5","3"
"No, las almas de hombres vuelan por valles del Hades.","68949299","5","3","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68955518","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69008362","5","3","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69049888","5","3","6","3"
"No, las almas de hombres vuelan por valles del Hades.","69136153","5","3","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69151399","5","3","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69208413","5","3","6","4"
"No, las almas de hombres vuelan por valles del Hades.","69224568","5","3","4","3"
"No, las almas de hombres vuelan por valles del Hades.","69239198","5","3","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69258094","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69295526","5","3","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69353968","5","3","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69418523","5","3","6","3"
"No, las almas de hombres vuelan por valles del Hades.","69463764","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69503520","5","3","6","4"
"No, las almas de hombres vuelan por valles del Hades.","69528906","5","3","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69531549","5","3","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69603169","5","3","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69736333","5","3","1","4"
"No, las almas de hombres vuelan por valles del Hades.","69757391","5","3","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70427351","5","3","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70437949","5","3","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70735035","5","3","6","5"
"No, las almas de hombres vuelan por valles del Hades.","71123190","5","3","5","3"
"No, las almas de hombres vuelan por valles del Hades.","71362020","5","3","5","1"
"No, las almas de hombres vuelan por valles del Hades.","71615927","5","3","6","4"
"No, las almas de hombres vuelan por valles del Hades.","71616815","5","3","1","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","5","3","6","3"
"No, las almas de hombres vuelan por valles del Hades.","68534205","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","68655582","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","68687970","5","4","6","4"
"No, las almas de hombres vuelan por valles del Hades.","68692134","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68706786","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","68722127","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","68748144","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68949299","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68955518","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69008362","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69049888","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69136153","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69151399","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69208413","5","4","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69224568","5","4","1","3"
"No, las almas de hombres vuelan por valles del Hades.","69239198","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69258094","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69295526","5","4","6","5"
"No, las almas de hombres vuelan por valles del Hades.","69353968","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69418523","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69463764","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69503520","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69528906","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69531549","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69603169","5","4","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69736333","5","4","2","4"
"No, las almas de hombres vuelan por valles del Hades.","69757391","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70427351","5","4","5","1"
"No, las almas de hombres vuelan por valles del Hades.","70437949","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70735035","5","4","6","5"
"No, las almas de hombres vuelan por valles del Hades.","71123190","5","4","5","3"
"No, las almas de hombres vuelan por valles del Hades.","71362020","5","4","5","2"
"No, las almas de hombres vuelan por valles del Hades.","71615927","5","4","2","3"
"No, las almas de hombres vuelan por valles del Hades.","71616815","5","4","1","3"
"No, las almas de hombres vuelan por valles del Hades.","73692430","5","4","6","3"
"No, las almas de hombres vuelan por valles del Hades.","68534205","5","5","5","3"
"No, las almas de hombres vuelan por valles del Hades.","68655582","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68687970","5","5","5","4"
"No, las almas de hombres vuelan por valles del Hades.","68692134","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68706786","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68722127","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68748144","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","68949299","5","5","5","1"
"No, las almas de hombres vuelan por valles del Hades.","68955518","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69008362","5","5","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69049888","5","5","5","4"
"No, las almas de hombres vuelan por valles del Hades.","69136153","5","5","5","1"
"No, las almas de hombres vuelan por valles del Hades.","69151399","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69208413","5","5","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69224568","5","5","1","3"
"No, las almas de hombres vuelan por valles del Hades.","69239198","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69258094","5","5","5","1"
"No, las almas de hombres vuelan por valles del Hades.","69295526","5","5","5","1"
"No, las almas de hombres vuelan por valles del Hades.","69353968","5","5","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69418523","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69463764","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69503520","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69528906","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69531549","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69603169","5","5","5","3"
"No, las almas de hombres vuelan por valles del Hades.","69736333","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","69757391","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70427351","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70437949","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","70735035","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","71123190","5","5","5","2"
"No, las almas de hombres vuelan por valles del Hades.","71362020","5","5","5","1"
"No, las almas de hombres vuelan por valles del Hades.","71615927","5","5","6","4"
"No, las almas de hombres vuelan por valles del Hades.","71616815","5","5","6","2"
"No, las almas de hombres vuelan por valles del Hades.","73692430","5","5","5","2"
